cleaned_complaint;category;category_label
dear officer old age home godda enough staff take care residents complaining long time;Safety & Public Welfare;6
hello proper road signs tamar bypass accidents keep happening met several accidents;Infrastructure & Roads;4
respected authority proper lighting koderma street women feel scared walk alone night requesting resolve soon;Safety & Public Welfare;6
residents barhi street want inform waste nearby slaughterhouse dumped near shivpuri without treatment smell become unbearable residents;Waste Management;7
cctv cameras installed near lakhanpur market working months;Safety & Public Welfare;6
proper sewage system rampur waste water collects road every day waiting response;Water Quality & Sanitation;8
proper storage facility jamshedpur lot grain gets spoiled every year complaining long time;Agriculture & Rural Development;0
every day simdega power cut rampur 9 hours every day please help us soon possible;Energy & Sustainability;3
sir ji open drains near bundu overflowing spreading foul smell street please send someone test water quality soon;Water Quality & Sanitation;8
sir ji municipal waste truck skips area days please help us soon possible;Waste Management;7
sir ji road divider near hazaribagh market broken causing traffic problems every day kindly install streetlights stretch soon possible;Infrastructure & Roads;4
sir ji vehicles passing dhanbad road release thick black smoke pollution check ever happens kindly inspect pollution levels area;Air & Environmental Pollution;1
sir mosquito breeding near stagnant water silli causing malaria cases rise please help us soon possible;Public Health;5
student studying bundu school library students access reference books;Education;2
sir stone crushing unit near pathalgaon covers entire area dust every afternoon children developing breathing problems smoke;Air & Environmental Pollution;1
run small shop latehar power cut devgarh 11 hours every day hope quick action side;Energy & Sustainability;3
residents barhi want inform electricity bill month unusually high even though usage increased please send electrician check meter wiring;Energy & Sustainability;3
student studying pakur government school building deoghar leaking roof classes get disturbed rain kindly take necessary action;Education;2
writing behalf residents koderma primary health centre dhanbad doctor available days requesting resolve soon;Public Health;5
respected authority village still proper electricity connection even promised one kindly restore power supply soon possible;Energy & Sustainability;3
class 33 student giridih school enough teachers science maths subjects affecting studies lot please help;Education;2
dear officer proper road signs sultanpur bypass accidents keep happening needs fixed immediately;Infrastructure & Roads;4
run shop near koderma market drainage near market chaibasa blocked garbage overflowing requesting resolve soon;Waste Management;7
dear officer clean drinking water supply devgarh past 9 days please look matter urgently;Water Quality & Sanitation;8
bridge near hazaribagh damaged vehicles struggling cross complaining long time;Infrastructure & Roads;4
child unwell child suffering fever 8 days local clinic medicines please look matter urgently;Public Health;5
every day going work palamu open manholes sahibganj road risky night;Infrastructure & Roads;4
may concern tap water area turned yellow smells bad kindly repair pipeline people fall sick;Water Quality & Sanitation;8
hello voltage fluctuation godda damaged several household appliances recently complaining long time;Energy & Sustainability;3
sewage water mixing drinking water pipeline bundu;Water Quality & Sanitation;8
sir ji children falling sick drinking water supplied lakhanpur hope quick action side;Water Quality & Sanitation;8
